       * /home/fossee/esim-workspace/low_pass_filter/low_pass_filter.cir
       AC Analysis  Thu Mar  3 22:38:42  2016
--------------------------------------------------------------------------------
Index   frequency       in                              
--------------------------------------------------------------------------------
0	1.000000e+00	1.000000e+01,	0.000000e+00	
1	1.122018e+00	1.000000e+01,	0.000000e+00	
2	1.258925e+00	1.000000e+01,	0.000000e+00	
3	1.412538e+00	1.000000e+01,	0.000000e+00	
4	1.584893e+00	1.000000e+01,	0.000000e+00	
5	1.778279e+00	1.000000e+01,	0.000000e+00	
6	1.995262e+00	1.000000e+01,	0.000000e+00	
7	2.238721e+00	1.000000e+01,	0.000000e+00	
8	2.511886e+00	1.000000e+01,	0.000000e+00	
9	2.818383e+00	1.000000e+01,	0.000000e+00	
10	3.162278e+00	1.000000e+01,	0.000000e+00	
11	3.548134e+00	1.000000e+01,	0.000000e+00	
12	3.981072e+00	1.000000e+01,	0.000000e+00	
13	4.466836e+00	1.000000e+01,	0.000000e+00	
14	5.011872e+00	1.000000e+01,	0.000000e+00	
15	5.623413e+00	1.000000e+01,	0.000000e+00	
16	6.309573e+00	1.000000e+01,	0.000000e+00	
17	7.079458e+00	1.000000e+01,	0.000000e+00	
18	7.943282e+00	1.000000e+01,	0.000000e+00	
19	8.912509e+00	1.000000e+01,	0.000000e+00	
20	1.000000e+01	1.000000e+01,	0.000000e+00	
21	1.122018e+01	1.000000e+01,	0.000000e+00	
22	1.258925e+01	1.000000e+01,	0.000000e+00	
23	1.412538e+01	1.000000e+01,	0.000000e+00	
24	1.584893e+01	1.000000e+01,	0.000000e+00	
25	1.778279e+01	1.000000e+01,	0.000000e+00	
26	1.995262e+01	1.000000e+01,	0.000000e+00	
27	2.238721e+01	1.000000e+01,	0.000000e+00	
28	2.511886e+01	1.000000e+01,	0.000000e+00	
29	2.818383e+01	1.000000e+01,	0.000000e+00	
30	3.162278e+01	1.000000e+01,	0.000000e+00	
31	3.548134e+01	1.000000e+01,	0.000000e+00	
32	3.981072e+01	1.000000e+01,	0.000000e+00	
33	4.466836e+01	1.000000e+01,	0.000000e+00	
34	5.011872e+01	1.000000e+01,	0.000000e+00	
35	5.623413e+01	1.000000e+01,	0.000000e+00	
36	6.309573e+01	1.000000e+01,	0.000000e+00	
37	7.079458e+01	1.000000e+01,	0.000000e+00	
38	7.943282e+01	1.000000e+01,	0.000000e+00	
39	8.912509e+01	1.000000e+01,	0.000000e+00	
40	1.000000e+02	1.000000e+01,	0.000000e+00	
41	1.122018e+02	1.000000e+01,	0.000000e+00	
42	1.258925e+02	1.000000e+01,	0.000000e+00	
43	1.412538e+02	1.000000e+01,	0.000000e+00	
44	1.584893e+02	1.000000e+01,	0.000000e+00	
45	1.778279e+02	1.000000e+01,	0.000000e+00	
46	1.995262e+02	1.000000e+01,	0.000000e+00	
47	2.238721e+02	1.000000e+01,	0.000000e+00	
48	2.511886e+02	1.000000e+01,	0.000000e+00	
49	2.818383e+02	1.000000e+01,	0.000000e+00	
50	3.162278e+02	1.000000e+01,	0.000000e+00	
51	3.548134e+02	1.000000e+01,	0.000000e+00	
52	3.981072e+02	1.000000e+01,	0.000000e+00	
53	4.466836e+02	1.000000e+01,	0.000000e+00	
54	5.011872e+02	1.000000e+01,	0.000000e+00	

Index   frequency       in                              
--------------------------------------------------------------------------------
55	5.623413e+02	1.000000e+01,	0.000000e+00	
56	6.309573e+02	1.000000e+01,	0.000000e+00	
57	7.079458e+02	1.000000e+01,	0.000000e+00	
58	7.943282e+02	1.000000e+01,	0.000000e+00	
59	8.912509e+02	1.000000e+01,	0.000000e+00	
60	1.000000e+03	1.000000e+01,	0.000000e+00	
61	1.122018e+03	1.000000e+01,	0.000000e+00	
62	1.258925e+03	1.000000e+01,	0.000000e+00	
63	1.412538e+03	1.000000e+01,	0.000000e+00	
64	1.584893e+03	1.000000e+01,	0.000000e+00	
65	1.778279e+03	1.000000e+01,	0.000000e+00	
66	1.995262e+03	1.000000e+01,	0.000000e+00	
67	2.238721e+03	1.000000e+01,	0.000000e+00	
68	2.511886e+03	1.000000e+01,	0.000000e+00	
69	2.818383e+03	1.000000e+01,	0.000000e+00	
70	3.162278e+03	1.000000e+01,	0.000000e+00	
71	3.548134e+03	1.000000e+01,	0.000000e+00	
72	3.981072e+03	1.000000e+01,	0.000000e+00	
73	4.466836e+03	1.000000e+01,	0.000000e+00	
74	5.011872e+03	1.000000e+01,	0.000000e+00	
75	5.623413e+03	1.000000e+01,	0.000000e+00	
76	6.309573e+03	1.000000e+01,	0.000000e+00	
77	7.079458e+03	1.000000e+01,	0.000000e+00	
78	7.943282e+03	1.000000e+01,	0.000000e+00	
79	8.912509e+03	1.000000e+01,	0.000000e+00	
80	1.000000e+04	1.000000e+01,	0.000000e+00	
81	1.122018e+04	1.000000e+01,	0.000000e+00	
82	1.258925e+04	1.000000e+01,	0.000000e+00	
83	1.412538e+04	1.000000e+01,	0.000000e+00	
84	1.584893e+04	1.000000e+01,	0.000000e+00	
85	1.778279e+04	1.000000e+01,	0.000000e+00	
86	1.995262e+04	1.000000e+01,	0.000000e+00	
87	2.238721e+04	1.000000e+01,	0.000000e+00	
88	2.511886e+04	1.000000e+01,	0.000000e+00	
89	2.818383e+04	1.000000e+01,	0.000000e+00	
90	3.162278e+04	1.000000e+01,	0.000000e+00	
91	3.548134e+04	1.000000e+01,	0.000000e+00	
92	3.981072e+04	1.000000e+01,	0.000000e+00	
93	4.466836e+04	1.000000e+01,	0.000000e+00	
94	5.011872e+04	1.000000e+01,	0.000000e+00	
95	5.623413e+04	1.000000e+01,	0.000000e+00	
96	6.309573e+04	1.000000e+01,	0.000000e+00	
97	7.079458e+04	1.000000e+01,	0.000000e+00	
98	7.943282e+04	1.000000e+01,	0.000000e+00	
99	8.912509e+04	1.000000e+01,	0.000000e+00	
100	1.000000e+05	1.000000e+01,	0.000000e+00	

