* /home/mallikarjuna/esim-workspace/4_to_16_decoder_using_74154ic/4_to_16_decoder_using_74154ic.cir
Transient Analysis  Tue Jul  2 13:15:51  2019
--------------------------------------------------------------------------------
Index   time            a3#branch_1_0   a3#branch_1_1   a3#branch_1_2   
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
2	2.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
3	4.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
4	8.000000e-05	0.000000e+00	0.000000e+00	0.000000e+00	
5	1.600000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
6	3.200000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
7	6.400000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
8	1.280000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
9	2.560000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
10	4.560000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
11	6.560000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
12	8.560000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
13	1.056000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
14	1.256000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
15	1.456000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
16	1.656000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
17	1.856000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
18	2.056000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
19	2.256000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
20	2.456000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
21	2.656000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
22	2.856000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
23	3.056000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
24	3.256000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
25	3.456000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
26	3.656000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
27	3.856000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
28	4.056000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
29	4.256000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
30	4.456000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
31	4.656000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
32	4.856000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
33	5.056000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
34	5.256000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
35	5.456000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
36	5.656000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
37	5.856000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
38	6.056000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
39	6.256000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
40	6.456000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
41	6.656000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
42	6.856000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
43	7.056000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
44	7.256000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
45	7.456000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
46	7.656000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
47	7.856000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
