        * /home/fossee/esim-workspace/clippercircuit/clippercircuit.cir
        Transient Analysis  Thu Aug 22 14:16:04  2019
--------------------------------------------------------------------------------
Index   time            alli            
--------------------------------------------------------------------------------
0	0.000000e+000	-1.21023e-025	
1	1.000000e-005	-7.18261e-009	
2	2.000000e-005	-9.27278e-009	
3	4.000000e-005	-1.53546e-008	
4	8.000000e-005	-5.02056e-008	
5	1.600000e-004	-8.02233e-007	
6	3.200000e-004	-6.21680e-005	
7	5.343163e-004	-3.23639e-004	
8	7.511639e-004	-6.28549e-004	
9	1.014269e-003	-1.00538e-003	
10	1.540478e-003	-1.74117e-003	
11	2.592896e-003	-3.02708e-003	
12	4.592896e-003	-4.33317e-003	
13	6.592896e-003	-3.76704e-003	
14	8.592896e-003	-1.55871e-003	
15	1.059290e-002	4.047519e-004	
16	1.168731e-002	1.937990e-003	
17	1.260627e-002	3.041544e-003	
18	1.351234e-002	3.843251e-003	
19	1.532450e-002	4.347845e-003	
20	1.732450e-002	3.113754e-003	
21	1.932450e-002	5.209497e-004	
22	2.109176e-002	-1.11569e-003	
23	2.284255e-002	-3.28113e-003	
24	2.446551e-002	-4.30399e-003	
25	2.603276e-002	-4.11545e-003	
26	2.803276e-002	-2.29936e-003	
27	3.003276e-002	1.323245e-008	
28	3.181211e-002	2.101648e-003	
29	3.353100e-002	3.856183e-003	
30	3.548425e-002	4.316048e-003	
31	3.748425e-002	2.944182e-003	
32	3.948425e-002	2.986236e-004	
33	4.084025e-002	-7.56052e-004	
34	4.232563e-002	-2.73131e-003	
35	4.432563e-002	-4.26261e-003	
36	4.614809e-002	-4.05512e-003	
37	4.814809e-002	-2.15266e-003	
38	5.014809e-002	5.269492e-007	
39	5.106495e-002	1.077659e-003	
40	5.192012e-002	2.240032e-003	
41	5.288026e-002	3.317656e-003	
42	5.433190e-002	4.264945e-003	
43	5.633190e-002	3.946775e-003	
44	5.833190e-002	1.912051e-003	
45	6.033190e-002	-7.34851e-005	
46	6.201058e-002	-2.35381e-003	
47	6.359054e-002	-3.89659e-003	
48	6.524527e-002	-4.35879e-003	
49	6.724527e-002	-3.19449e-003	
50	6.924527e-002	-6.33381e-004	
51	7.069407e-002	5.472455e-004	
52	7.237416e-002	2.786905e-003	
53	7.412120e-002	4.185885e-003	
54	7.582571e-002	4.207954e-003	

Index   time            alli            
--------------------------------------------------------------------------------
55	7.782571e-002	2.553494e-003	
56	7.982571e-002	1.314879e-006	
57	8.082874e-002	-7.39190e-004	
58	8.192022e-002	-2.24020e-003	
59	8.332868e-002	-3.70751e-003	
60	8.468753e-002	-4.34972e-003	
61	8.668753e-002	-3.69479e-003	
62	8.868753e-002	-1.42731e-003	
63	9.068753e-002	5.379509e-004	
64	9.256918e-002	3.002109e-003	
65	9.445688e-002	4.301241e-003	
66	9.621191e-002	4.019264e-003	
67	9.821191e-002	2.070093e-003	
68	1.000000e-001	-5.42079e-009	
