                    * /home/fossee/esim-workspace/rc/rc.cir
                    Transient Analysis  Thu Mar  3 22:39:09  2016
--------------------------------------------------------------------------------
Index   time            in              out             
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	
1	5.000000e-06	5.000000e-02	2.498751e-05	
2	5.420140e-06	5.420140e-02	2.726358e-05	
3	6.260420e-06	6.260420e-02	3.216855e-05	
4	7.940980e-06	7.940980e-02	4.409530e-05	
5	1.130210e-05	1.130210e-01	7.641419e-05	
6	1.802434e-05	1.802434e-01	1.748994e-04	
7	3.146882e-05	3.146882e-01	5.071458e-04	
8	5.835778e-05	5.835778e-01	1.711834e-03	
9	1.121357e-04	1.121357e+00	6.274752e-03	
10	2.196915e-04	2.196915e+00	2.395715e-02	
11	4.348032e-04	4.348032e+00	9.309294e-02	
12	5.000000e-04	5.000000e+00	1.228620e-01	
13	5.430223e-04	5.000000e+00	1.437547e-01	
14	6.290670e-04	5.000000e+00	1.853611e-01	
15	8.011564e-04	5.000000e+00	2.675091e-01	
16	1.145335e-03	5.000000e+00	4.276358e-01	
17	1.833692e-03	5.000000e+00	7.319055e-01	
18	3.210407e-03	5.000000e+00	1.281658e+00	
19	5.210407e-03	5.000000e+00	1.957720e+00	
20	7.210407e-03	5.000000e+00	2.510862e+00	
21	9.210407e-03	5.000000e+00	2.963432e+00	
22	1.121041e-02	5.000000e+00	3.333717e+00	
23	1.321041e-02	5.000000e+00	3.636678e+00	
24	1.521041e-02	5.000000e+00	3.884555e+00	
25	1.721041e-02	5.000000e+00	4.087363e+00	
26	1.921041e-02	5.000000e+00	4.253297e+00	
27	2.121041e-02	5.000000e+00	4.389061e+00	
28	2.321041e-02	5.000000e+00	4.500141e+00	
29	2.521041e-02	5.000000e+00	4.591024e+00	
30	2.721041e-02	5.000000e+00	4.665384e+00	
31	2.921041e-02	5.000000e+00	4.726223e+00	
32	3.121041e-02	5.000000e+00	4.776001e+00	
33	3.321041e-02	5.000000e+00	4.816728e+00	
34	3.521041e-02	5.000000e+00	4.850050e+00	
35	3.721041e-02	5.000000e+00	4.877314e+00	
36	3.921041e-02	5.000000e+00	4.899620e+00	
37	4.121041e-02	5.000000e+00	4.917871e+00	
38	4.321041e-02	5.000000e+00	4.932804e+00	
39	4.521041e-02	5.000000e+00	4.945021e+00	
40	4.721041e-02	5.000000e+00	4.955017e+00	
41	4.921041e-02	5.000000e+00	4.963196e+00	
42	5.000000e-02	5.000000e+00	4.965992e+00	
43	5.005000e-02	4.500000e+00	4.963673e+00	
44	5.015000e-02	3.500000e+00	4.954084e+00	
45	5.035000e-02	1.500000e+00	4.905489e+00	
46	5.050000e-02	0.000000e+00	4.843620e+00	
47	5.054000e-02	0.000000e+00	4.824323e+00	
48	5.062000e-02	0.000000e+00	4.785882e+00	
49	5.078000e-02	0.000000e+00	4.709916e+00	
50	5.110000e-02	0.000000e+00	4.561572e+00	
51	5.174000e-02	0.000000e+00	4.278684e+00	
52	5.302000e-02	0.000000e+00	3.763955e+00	
53	5.502000e-02	0.000000e+00	3.079600e+00	
54	5.702000e-02	0.000000e+00	2.519672e+00	

Index   time            in              out             
--------------------------------------------------------------------------------
55	5.902000e-02	0.000000e+00	2.061550e+00	
56	6.102000e-02	0.000000e+00	1.686723e+00	
57	6.302000e-02	0.000000e+00	1.380046e+00	
58	6.502000e-02	0.000000e+00	1.129129e+00	
59	6.702000e-02	0.000000e+00	9.238324e-01	
60	6.902000e-02	0.000000e+00	7.558629e-01	
61	7.102000e-02	0.000000e+00	6.184333e-01	
62	7.302000e-02	0.000000e+00	5.059909e-01	
63	7.502000e-02	0.000000e+00	4.139925e-01	
64	7.702000e-02	0.000000e+00	3.387212e-01	
65	7.902000e-02	0.000000e+00	2.771355e-01	
66	8.102000e-02	0.000000e+00	2.267472e-01	
67	8.302000e-02	0.000000e+00	1.855205e-01	
68	8.502000e-02	0.000000e+00	1.517895e-01	
69	8.702000e-02	0.000000e+00	1.241914e-01	
70	8.902000e-02	0.000000e+00	1.016111e-01	
71	9.102000e-02	0.000000e+00	8.313638e-02	
72	9.302000e-02	0.000000e+00	6.802067e-02	
73	9.502000e-02	0.000000e+00	5.565328e-02	
74	9.702000e-02	0.000000e+00	4.553450e-02	
75	9.902000e-02	0.000000e+00	3.725550e-02	
76	1.000000e-01	0.000000e+00	3.377500e-02	
